path,kind,departure_state,inbound_raw,inbound_contextual,outbound_contextual,depth_contextual,is_orphan,word_count
/spanien/mallorca,editorial-city,n/a — no departures section,4,2,7,2,0,2107
/spanien/mallorca/palma,editorial-city,n/a — no departures section,2,2,5,3,0,1812
/spanien/mallorca/soller,editorial-city,n/a — no departures section,1,1,7,3,0,1753
/spanien/ronda,editorial-city,n/a — no departures section,2,2,3,3,0,1928
/spanien/rundrejse-i-andalusien-med-tog,trip,A bookable online,11,11,1,2,0,3373
/spanien/san-sebastian,editorial-city,n/a — no departures section,3,3,12,2,0,1980
/spanien/solformoerkelse-i-spanien-bilbao,trip,D empty (Afgange ikke tilgængelige),10,10,0,2,0,2018
/spanien/solformoerkelse-i-spanien-med-astrofysiker-michael-linden-voernle,trip,D empty (Afgange ikke tilgængelige),9,9,0,2,0,2038
/spanien/solformoerkelse-i-spanien-valencia,trip,D empty (Afgange ikke tilgængelige),11,11,0,2,0,1642
/spanien/tenerife,editorial-city,n/a — no departures section,4,4,6,2,0,2398
/spanien/tenerife-det-evige-foraars-oe,trip,D empty (Afgange ikke tilgængelige),11,11,5,2,0,1760
/spanien/vandreferie-paa-caminoen,trip,D empty (Afgange ikke tilgængelige),17,17,8,2,0,2115
/sri-lanka,,,420,3,4,2,0,2493
/sri-lanka/klassiske-sri-lanka,trip,A bookable online,12,12,8,2,0,5452
/sri-lanka/sri-lanka-for-livsnydere,trip,A bookable online,10,10,1,2,0,3706
/storbyferier,,,420,36,25,1,0,1549
/sverige,,,420,5,7,2,0,2169
/sverige/gotland,editorial-city,n/a — no departures section,1,1,3,3,0,2438
/sverige/gotland-svensk-sommeridyl,trip,A bookable online,11,11,1,2,0,2339
/sydafrika,,,420,4,6,2,0,2322
/sydafrika/sydafrika-cape-cabernet-og-safari,trip,A bookable online,15,15,8,2,0,4481
/sydafrika/sydafrika-et-eventyr-i-tre-akter,trip,D empty (Afgange ikke tilgængelige),11,11,0,2,0,4545
/sydafrika/sydafrika-for-livsnydere,trip,D empty (Afgange ikke tilgængelige),10,10,0,2,0,3462
/sydkorea,,,420,3,7,2,0,1885
/sydkorea/essensen-af-sydkorea,trip,A bookable online,14,14,6,2,0,4066
/thailand,,,420,3,1,2,0,355
/thailand/thailand-smilets-land,trip,A bookable online,8,8,2,2,0,3879
/tjekkiet,,,420,3,1,2,0,1819
/tjekkiet/magiske-prag-en-kulturrejse-i-europas-hjerte,trip,D empty (Afgange ikke tilgængelige),12,12,0,2,0,2070
/tjekkiet/prag,editorial-city,n/a — no departures section,0,0,1,,1,1666
/togrejser,,,420,9,14,1,0,936
/transformation,,,420,0,0,,1,351
/tryghed,,,420,0,0,,1,387
/tyrkiet,,,420,6,6,2,0,2057
/tyrkiet/istanbul,editorial-city,n/a — no departures section,2,2,7,3,0,2357
/tyrkiet/maegtige-istanbul,trip,D empty (Afgange ikke tilgængelige),10,10,2,2,0,1532
/tyskland,,,420,19,11,2,0,2080
/tyskland/koln,editorial-city,n/a — no departures section,3,3,4,3,0,1799
/tyskland/munchen,editorial-city,n/a — no departures section,3,3,5,3,0,2082
/ungarn,,,420,6,10,2,0,2075
/ungarn/budapest,editorial-city,n/a — no departures section,2,2,10,3,0,2089
/vandreferier,,,420,83,21,1,0,1628
/vietnam,,,420,3,1,2,0,448
/vietnam/det-bedste-af-vietnam,trip,A bookable online,10,10,1,2,0,3530
/vinrejser,,,420,76,41,2,0,2249
/vinrejser/portvinsrejser,editorial-city,n/a — no departures section,6,6,13,3,0,830
/vinterrejser,,,31,31,4,2,0,326
/wales,,,420,4,3,2,0,2027
